iter,train_loss,weight_norm
0.0,1.0404843091964722,7.071067810058594
1.0,0.829474925994873,8.21811294555664
2.0,0.7196081280708313,9.929161071777344
3.0,0.6929190754890442,12.835205078125
4.0,0.6243371963500977,13.737931251525879
5.0,0.5896382331848145,16.328691482543945
6.0,0.5355811715126038,18.07374382019043
7.0,0.5049682259559631,20.902376174926758
8.0,0.45174965262413025,23.081663131713867
9.0,0.3850323259830475,27.7091007232666
10.0,0.39231935143470764,30.579038619995117
11.0,0.34859204292297363,31.8551082611084
12.0,0.3375653624534607,33.9249267578125
13.0,0.3036581873893738,36.76399612426758
14.0,0.27322641015052795,40.18063735961914
15.0,0.2930780053138733,43.40176773071289
16.0,0.24855069816112518,44.17169952392578
17.0,0.2627849280834198,46.66783905029297
18.0,0.22971081733703613,47.62818908691406
19.0,0.2866308093070984,49.75355911254883
20.0,0.21625903248786926,50.179542541503906
21.0,0.2167278230190277,52.76799011230469
22.0,0.20050446689128876,54.60966873168945
23.0,0.19894489645957947,57.04364776611328
24.0,0.18448105454444885,58.12128448486328
25.0,0.19285078346729279,59.79629898071289
26.0,0.17516733705997467,60.768890380859375
27.0,0.18550482392311096,63.849491119384766
28.0,0.1645614057779312,64.63204193115234
29.0,0.1971057653427124,66.92781829833984
30.0,0.15201860666275024,67.29450225830078
31.0,0.16061948239803314,69.58122253417969
32.0,0.14494973421096802,70.40896606445312
33.0,0.16976122558116913,72.64117431640625
34.0,0.13708174228668213,73.0142822265625
35.0,0.15943500399589539,74.80223083496094
36.0,0.1315389722585678,75.2442626953125
37.0,0.14955708384513855,77.02432250976562
38.0,0.12675897777080536,77.52412414550781
39.0,0.13018621504306793,79.88539123535156
40.0,0.12099692970514297,80.72999572753906
41.0,0.12176923453807831,83.13206481933594
42.0,0.11642547696828842,83.95462036132812
43.0,0.11862500011920929,85.63121032714844
44.0,0.1124366968870163,87.67720031738281
45.0,0.10985589027404785,91.18831634521484
46.0,0.10309207439422607,92.18318176269531
47.0,0.09648720920085907,95.11119842529297
48.0,0.09798692166805267,97.32137298583984
49.0,0.11972753703594208,99.35149383544922
50.0,0.09032032638788223,99.61177825927734
51.0,0.09614106267690659,101.89266967773438
52.0,0.086812824010849,102.63505554199219
53.0,0.09114564955234528,104.02532196044922
54.0,0.0831405371427536,105.48189544677734
55.0,0.09554494917392731,106.70268249511719
56.0,0.08007582277059555,107.2103042602539
57.0,0.09220615774393082,108.51742553710938
58.0,0.07813113927841187,109.014892578125
59.0,0.09344593435525894,110.10667419433594
60.0,0.07699182629585266,110.5158462524414
61.0,0.08033760637044907,111.69725036621094
62.0,0.07628794014453888,112.65462493896484
63.0,0.08638425171375275,115.92675018310547
64.0,0.07087011635303497,116.37767791748047
65.0,0.08099906891584396,118.71562957763672
66.0,0.06928609311580658,119.20672607421875
67.0,0.06884995847940445,120.63956451416016
68.0,0.0682646632194519,121.64457702636719
69.0,0.07439373433589935,123.41627502441406
70.0,0.06513698399066925,124.38396453857422
71.0,0.06721118837594986,125.77430725097656
72.0,0.06411855667829514,126.5188980102539
73.0,0.06555507332086563,127.34017944335938
74.0,0.06298813223838806,128.03424072265625
75.0,0.06262975931167603,129.4962615966797
76.0,0.062461622059345245,130.4741973876953
77.0,0.06015770509839058,131.48403930664062
78.0,0.0669092983007431,132.76483154296875
79.0,0.08682482689619064,134.8804473876953
80.0,0.05866629630327225,135.14923095703125
81.0,0.05452946573495865,137.74366760253906
82.0,0.054910071194171906,140.16290283203125
83.0,0.05604647472500801,141.2682342529297
84.0,0.05161966755986214,143.00564575195312
85.0,0.064307801425457,145.4647216796875
86.0,0.04948212951421738,145.794189453125
87.0,0.04962257295846939,147.5409698486328
88.0,0.04892421513795853,148.54684448242188
89.0,0.05119674280285835,149.4134979248047
90.0,0.048229992389678955,149.7521514892578
91.0,0.0590321309864521,151.65188598632812
92.0,0.0461185984313488,151.95143127441406
93.0,0.05224333330988884,152.7616729736328
94.0,0.04545405134558678,153.08619689941406
95.0,0.056221939623355865,154.19265747070312
96.0,0.0446854904294014,154.52719116210938
97.0,0.04498330131173134,156.89930725097656
98.0,0.045177482068538666,157.6599884033203
99.0,0.04522552341222763,158.5708770751953
100.0,0.04136611521244049,161.62318420410156
101.0,0.04522976651787758,162.8032989501953
102.0,0.040188439190387726,164.05099487304688
103.0,0.052889298647642136,164.75460815429688
104.0,0.03971325606107712,165.03712463378906
105.0,0.038312528282403946,169.22775268554688
106.0,0.03913494572043419,170.9649658203125
107.0,0.03809160739183426,171.70359802246094
108.0,0.03846636041998863,172.2786102294922
109.0,0.03788895905017853,172.88333129882812
110.0,0.03795072063803673,173.5286102294922
111.0,0.03737355396151543,173.9346160888672
112.0,0.0373765304684639,174.7571258544922
113.0,0.03668982535600662,175.36837768554688
114.0,0.03567615896463394,177.0518035888672
115.0,0.034608881920576096,178.4052276611328
116.0,0.03794359415769577,179.8670654296875
117.0,0.04230179637670517,181.34768676757812
118.0,0.03329852595925331,181.65928649902344
119.0,0.04125048592686653,182.47801208496094
120.0,0.03293779119849205,182.8355712890625
121.0,0.0329737588763237,186.0424041748047
122.0,0.03141175955533981,188.25022888183594
123.0,0.03833828493952751,189.07264709472656
124.0,0.030417531728744507,189.37840270996094
125.0,0.034684695303440094,190.65643310546875
126.0,0.029900437220931053,191.0762176513672
127.0,0.03373134136199951,192.11322021484375
128.0,0.029790624976158142,192.6421661376953
129.0,0.03353778272867203,193.24375915527344
130.0,0.02954987809062004,193.66342163085938
131.0,0.031284987926483154,195.39944458007812
132.0,0.02902197279036045,195.8397979736328
133.0,0.029514485970139503,198.1963348388672
134.0,0.03822460025548935,199.602783203125
135.0,0.02813851833343506,199.8762664794922
136.0,0.026976341381669044,202.16061401367188
137.0,0.029843896627426147,202.67483520507812
138.0,0.026613468304276466,203.15476989746094
139.0,0.0349334254860878,203.99661254882812
140.0,0.026235882192850113,204.2355194091797
141.0,0.02866901457309723,205.77304077148438
142.0,0.02569822408258915,206.48060607910156
143.0,0.02574627473950386,209.9313201904297
144.0,0.032457735389471054,212.50303649902344
145.0,0.02433604560792446,212.86776733398438
146.0,0.03174387663602829,213.6860809326172
147.0,0.023989424109458923,214.00692749023438
148.0,0.023538008332252502,217.41305541992188
149.0,0.031661223620176315,218.92333984375
150.0,0.023031190037727356,219.1571807861328
151.0,0.02294721081852913,221.96202087402344
152.0,0.02607402577996254,223.40000915527344
153.0,0.021443292498588562,223.8321990966797
154.0,0.023233765736222267,225.90370178222656
155.0,0.021542225033044815,230.4126739501953
156.0,0.02067182958126068,230.87548828125
157.0,0.020431596785783768,232.90493774414062
158.0,0.02053932659327984,233.47476196289062
159.0,0.02028764970600605,233.845458984375
160.0,0.020254969596862793,234.56336975097656
161.0,0.02004990726709366,235.23948669433594
